episode,reward,steps,actor_loss,critic_loss,total_steps,timestamp
1,1239.836315164115,100,0,0,100,2025-12-05 16:11:13
2,1197.7050511554294,100,0,0,200,2025-12-05 16:11:14
3,1241.811023687905,100,-3.6362472057342528,0.13634421080350875,300,2025-12-05 16:12:03
4,1323.2236307173227,100,-6.527102375030518,0.08419038653373719,400,2025-12-05 16:13:51
5,1294.8630999093614,100,-9.144342231750489,0.0576792842708528,500,2025-12-05 16:15:39
6,1335.535388266349,100,-11.727567672729492,0.3523419201374054,600,2025-12-05 16:17:26
7,1315.305216418373,100,-14.508377838134766,0.07881920784711838,700,2025-12-05 16:19:15
8,1319.977508008257,100,-16.979906845092774,0.09817036241292953,800,2025-12-05 16:21:04
9,1329.6511017792177,100,-19.669815444946288,1.2299808740615845,900,2025-12-05 16:22:50
10,1329.8182126633506,100,-22.3767951965332,0.1018829233944416,1000,2025-12-05 16:24:37
11,1300.2957329618212,100,-24.58156547546387,0.30838104486465456,1100,2025-12-05 16:26:25
12,1332.778404863684,100,-27.319994354248045,0.263351121544838,1200,2025-12-05 16:28:12
13,1362.1449489881536,100,-29.756563186645508,0.27271353304386137,1300,2025-12-05 16:29:58
14,1333.8257933184348,100,-32.16808242797852,0.37140451073646547,1400,2025-12-05 16:31:45
15,1314.5441415792523,100,-34.95442199707031,0.4735879451036453,1500,2025-12-05 16:33:32
16,1325.5812941768218,100,-37.3078369140625,0.4836345911026001,1600,2025-12-05 16:35:18
17,1329.0927726149214,100,-39.34850082397461,0.525380688905716,1700,2025-12-05 16:37:05
18,1330.5934576023535,100,-41.370731353759766,0.9594068229198456,1800,2025-12-05 16:38:52
19,1329.4369913840633,100,-43.86723327636719,1.4280173540115357,1900,2025-12-05 16:40:38
20,1342.324060970827,100,-46.98437271118164,0.7827660202980041,2000,2025-12-05 16:42:25
21,1313.0120157204599,100,-49.54161758422852,1.9193609267473222,2100,2025-12-05 16:44:12
22,1333.732992282977,100,-51.55657043457031,0.60781329870224,2200,2025-12-05 16:45:58
23,1346.920725590951,100,-53.938516998291014,0.734455680847168,2300,2025-12-05 16:47:44
24,1305.6462351797177,100,-56.29645614624023,11.580719757080079,2400,2025-12-05 16:49:31
25,1314.872088260219,100,-57.68731460571289,1.027558732032776,2500,2025-12-05 16:51:18
26,1314.3364511131138,100,-60.43426666259766,9.93598759174347,2600,2025-12-05 16:53:06
27,1343.8408304630802,100,-61.31683349609375,2.1697911977767945,2700,2025-12-05 16:54:55
28,1294.2221963115544,100,-64.8235855102539,2.0374816775321962,2800,2025-12-05 16:56:44
29,1337.9622231663293,100,-66.44123229980468,2.5183852434158327,2900,2025-12-05 16:58:32
30,1277.1944367792812,100,-69.10366668701172,3.0715909004211426,3000,2025-12-05 17:00:21
31,1305.4650861867656,100,-70.07412719726562,1.5210480451583863,3100,2025-12-05 17:02:09
32,1323.1884827932472,100,-73.12917022705078,2.3969205379486085,3200,2025-12-05 17:04:01
33,1317.2813802124747,100,-75.86754760742187,7.571004867553711,3300,2025-12-05 17:05:50
34,1337.4788785456178,100,-75.63741455078124,1.6206987380981446,3400,2025-12-05 17:07:39
35,1338.4260894462598,100,-79.0015625,4.255211138725281,3500,2025-12-05 17:09:27
36,1345.868825802026,100,-80.3935531616211,2.492810106277466,3600,2025-12-05 17:11:16
37,1350.6383346128023,100,-83.19983215332032,12.584740495681762,3700,2025-12-05 17:13:05
38,1299.1421315123819,100,-86.12928314208985,2.0058062791824343,3800,2025-12-05 17:14:53
39,1328.299684734908,100,-86.34533233642578,3.0119373559951783,3900,2025-12-05 17:16:40
40,1333.8626679891156,100,-91.13412322998047,3.498341608047485,4000,2025-12-05 17:18:27
41,1333.1678128150293,100,-89.31519470214843,5.875508832931518,4100,2025-12-05 17:20:14
42,1338.3194747735834,100,-93.26796417236328,7.490917158126831,4200,2025-12-05 17:22:01
43,1329.1567785621796,100,-93.2054214477539,14.184825897216797,4300,2025-12-05 17:23:48
44,1335.511163777672,100,-94.36494140625,3.0725595474243166,4400,2025-12-05 17:25:35
45,1357.0774130824125,100,-98.74626770019532,2.2184603452682494,4500,2025-12-05 17:27:22
46,1328.3329892053303,100,-99.35011444091796,5.939249801635742,4600,2025-12-05 17:29:09
47,1346.4396450768943,100,-99.7729507446289,4.350148987770081,4700,2025-12-05 17:30:56
48,1308.5380441937173,100,-104.05426483154297,2.6674786806106567,4800,2025-12-05 17:32:43
49,1296.4437529916772,100,-102.62146301269532,9.856797218322754,4900,2025-12-05 17:34:30
50,1335.5129010259739,100,-104.47567291259766,2.326348304748535,5000,2025-12-05 17:36:17
51,1300.535368541612,100,-107.47823486328124,4.428779554367066,5100,2025-12-05 17:38:07
52,1336.5882907178739,100,-107.55600280761719,7.838361358642578,5200,2025-12-05 17:39:54
53,1331.0593649622979,100,-110.45048828125,18.08542652130127,5300,2025-12-05 17:41:41
54,1333.2304058774193,100,-110.17730712890625,8.253505992889405,5400,2025-12-05 17:43:28
55,1306.4427786197355,100,-114.79335021972656,6.836490345001221,5500,2025-12-05 17:45:15
56,1327.8173617787118,100,-115.00381011962891,4.243391466140747,5600,2025-12-05 17:47:02
57,1299.9296927891153,100,-117.97072143554688,6.337551593780518,5700,2025-12-05 17:48:49
58,1312.2914183918003,100,-115.4455337524414,7.168706893920898,5800,2025-12-05 17:50:36
59,1318.2440432383573,100,-122.23732147216796,9.950541067123414,5900,2025-12-05 17:52:23
60,1295.6728903449884,100,-119.55984802246094,5.30949592590332,6000,2025-12-05 17:54:11
61,1325.5366756226294,100,-120.99349670410156,5.199490165710449,6100,2025-12-05 17:55:57
62,1293.9954252105742,100,-127.27711639404296,1.9946185111999513,6200,2025-12-05 17:57:44
63,1309.2769082629268,100,-124.60475311279296,2.180627703666687,6300,2025-12-05 17:59:31
64,1301.7389711926587,100,-125.35695953369141,5.594584035873413,6400,2025-12-05 18:01:18
65,1287.4029163090872,100,-125.32701110839844,3.2308135986328126,6500,2025-12-05 18:03:05
66,1272.0580784348901,100,-127.6522216796875,5.670005035400391,6600,2025-12-05 18:04:52
67,1295.6533454161224,100,-127.16959991455079,9.788215923309327,6700,2025-12-05 18:06:38
68,1319.1913528546602,100,-127.2815933227539,5.128506851196289,6800,2025-12-05 18:08:25
69,1303.6841979284743,100,-131.53145446777344,4.923806428909302,6900,2025-12-05 18:10:12
70,1282.8976476068688,100,-125.91692504882812,5.021768522262573,7000,2025-12-05 18:11:59
71,1297.1006946001512,100,-132.0067169189453,4.6965012550354,7100,2025-12-05 18:13:47
72,1334.8917793450005,100,-132.1682907104492,6.438393402099609,7200,2025-12-05 18:15:33
73,1270.967532964627,100,-129.70352935791016,4.523559856414795,7300,2025-12-05 18:17:20
74,1317.795716451485,100,-135.83913879394532,6.279324150085449,7400,2025-12-05 18:19:07
75,1305.537808212552,100,-133.139404296875,3.780206489562988,7500,2025-12-05 18:20:54
76,1344.7943168096872,100,-133.35775909423828,5.210170316696167,7600,2025-12-05 18:22:41
77,1308.0574152798374,100,-138.03404846191407,4.874422597885132,7700,2025-12-05 18:24:27
78,1317.2893819514456,100,-140.82950134277343,3.332369804382324,7800,2025-12-05 18:26:14
79,1326.763902325473,100,-141.05221252441407,5.150093030929566,7900,2025-12-05 18:28:02
80,1329.5618172568766,100,-139.57288818359376,6.231980514526367,8000,2025-12-05 18:29:49
81,1296.5237659718878,100,-139.16402587890624,5.84069299697876,8100,2025-12-05 18:31:36
82,1294.611244582633,100,-138.45848388671874,6.505033016204834,8200,2025-12-05 18:33:23
83,1313.109599372045,100,-139.9207000732422,4.653541564941406,8300,2025-12-05 18:35:10
84,1318.0818412585709,100,-138.98251037597657,6.160721015930176,8400,2025-12-05 18:36:57
85,1298.6536461814883,100,-141.697705078125,10.576914501190185,8500,2025-12-05 18:38:44
86,1322.7858636949518,100,-141.27987670898438,6.307282829284668,8600,2025-12-05 18:40:31
87,1319.2056652704505,100,-142.12810974121095,8.211375522613526,8700,2025-12-05 18:42:19
88,1333.8582501632739,100,-142.23659973144532,6.789026498794556,8800,2025-12-05 18:44:06
89,1326.6263163874212,100,-144.83804931640626,6.002647924423218,8900,2025-12-05 18:45:53
90,1328.5178322238203,100,-142.67652893066406,5.665624189376831,9000,2025-12-05 18:47:40
91,1292.8765314827567,100,-146.3875946044922,7.156906414031982,9100,2025-12-05 18:49:27
92,1310.0109277880745,100,-141.93052978515624,4.512939214706421,9200,2025-12-05 18:51:14
93,1322.7643896308452,100,-143.0514678955078,7.2984006881713865,9300,2025-12-05 18:53:02
94,1310.44606515497,100,-142.64129333496095,5.361031532287598,9400,2025-12-05 18:54:48
95,1311.074158443755,100,-146.16523132324218,6.664228534698486,9500,2025-12-05 18:56:35
96,1311.0417942195795,100,-144.6963134765625,7.218468570709229,9600,2025-12-05 18:58:23
97,1305.433257203879,100,-150.9933868408203,6.516549682617187,9700,2025-12-05 19:00:09
98,1284.487424837623,100,-146.4582733154297,4.065929651260376,9800,2025-12-05 19:01:57
99,1283.3289641618594,100,-148.1660949707031,10.840971755981446,9900,2025-12-05 19:03:44
100,1275.2180907459538,100,-146.51397094726562,8.238481521606445,10000,2025-12-05 19:05:32
101,1300.9470027244167,100,-147.45933532714844,6.923941135406494,10100,2025-12-05 19:07:22
102,1322.180304352475,100,-147.44112548828124,8.219921684265136,10200,2025-12-05 19:09:10
103,1306.4787366768069,100,-149.93748168945314,6.96773853302002,10300,2025-12-05 19:10:58
104,1337.978319737432,100,-151.78673095703124,9.114913940429688,10400,2025-12-05 19:12:47
105,1328.825145706121,100,-144.2950225830078,7.047034549713135,10500,2025-12-05 19:14:37
106,1303.9273801165207,100,-149.01523132324218,7.671152019500733,10600,2025-12-05 19:16:25
107,1328.8237679194988,100,-145.3467590332031,6.900499963760376,10700,2025-12-05 19:18:15
108,1326.0268245363648,100,-144.26333312988282,6.637316036224365,10800,2025-12-05 19:20:04
109,1306.3031962704204,100,-153.11274108886718,7.097019195556641,10900,2025-12-05 19:21:54
110,1323.015776924842,100,-145.56329345703125,6.82413387298584,11000,2025-12-05 19:23:42
111,1300.943381528845,100,-147.59827575683593,7.733328628540039,11100,2025-12-05 19:25:30
112,1319.1222621942952,100,-153.28476257324218,8.526137447357177,11200,2025-12-05 19:27:17
113,1328.9832035718177,100,-160.5160339355469,5.5466766357421875,11300,2025-12-05 19:29:05
114,1305.6471129285353,100,-156.7223876953125,6.0906929016113285,11400,2025-12-05 19:30:55
115,1271.5713251670431,100,-150.68934020996093,8.783184719085693,11500,2025-12-05 19:32:57
116,1338.5396611785086,100,-151.34991455078125,7.34765739440918,11600,2025-12-05 19:34:47
117,1320.7225549857037,100,-149.46768798828126,7.911695575714111,11700,2025-12-05 19:36:37
118,1329.0754333726193,100,-157.2273406982422,7.810151481628418,11800,2025-12-05 19:38:26
119,1340.9216861842556,100,-153.62442626953126,6.845266437530517,11900,2025-12-05 19:40:15
120,1344.4611079664016,100,-153.96656799316406,8.690589714050294,12000,2025-12-05 19:42:04
121,1335.3010768888769,100,-150.4855712890625,8.13250379562378,12100,2025-12-05 19:43:54
122,1327.8572339550215,100,-145.94156799316406,5.998594045639038,12200,2025-12-05 19:45:42
123,1316.5649620334266,100,-151.95228576660156,8.026495361328125,12300,2025-12-05 19:47:30
124,1327.2183880623174,100,-154.7250213623047,10.257307052612305,12400,2025-12-05 19:49:18
125,1337.6779271896355,100,-148.73740844726564,6.254343509674072,12500,2025-12-05 19:51:06
126,1320.4031398876043,100,-157.77245178222657,9.419063949584961,12600,2025-12-05 19:52:54
127,1348.3965508551403,100,-144.15072937011718,7.917164039611817,12700,2025-12-05 19:54:41
128,1334.5349398047058,100,-149.367822265625,8.764619159698487,12800,2025-12-05 19:56:29
129,1341.7028139085594,100,-153.0001251220703,9.14903211593628,12900,2025-12-05 19:58:16
130,1342.1480021581435,100,-148.29979553222657,7.118509960174561,13000,2025-12-05 20:00:04
131,1346.5904276126153,100,-148.87648315429686,9.264750385284424,13100,2025-12-05 20:01:52
132,1329.5167339834584,100,-152.35651550292968,7.390636348724366,13200,2025-12-05 20:03:42
133,1347.7425967544857,100,-144.9849090576172,9.459851169586182,13300,2025-12-05 20:05:30
134,1356.5579380959432,100,-145.30015258789064,5.014791250228882,13400,2025-12-05 20:07:19
135,1328.5093760917537,100,-148.25928649902343,10.098239612579345,13500,2025-12-05 20:09:07
136,1324.7678589295535,100,-151.12525024414063,7.527823448181152,13600,2025-12-05 20:10:55
137,1307.1217496234826,100,-142.66658935546874,8.943756008148194,13700,2025-12-05 20:12:43
138,1323.283826060669,100,-149.5728302001953,6.350228118896484,13800,2025-12-05 20:14:32
139,1353.739573403758,100,-153.40889587402344,11.748281860351563,13900,2025-12-05 20:16:20
140,1314.0024129825358,100,-154.2233428955078,11.62415943145752,14000,2025-12-05 20:18:08
141,1365.2363210258827,100,-156.2150451660156,10.54048023223877,14100,2025-12-05 20:19:55
142,1336.857328205761,100,-151.75523986816407,10.411666870117188,14200,2025-12-05 20:21:43
143,1322.585280043719,100,-144.66400756835938,9.078780841827392,14300,2025-12-05 20:23:31
144,1338.9022678559181,100,-146.88416442871093,7.748031997680664,14400,2025-12-05 20:25:21
145,1335.2215279208249,100,-139.80869140625,7.590948581695557,14500,2025-12-05 20:27:11
146,1296.3181600454961,100,-154.34223327636718,7.950304317474365,14600,2025-12-05 20:29:01
147,1336.0594205316004,100,-157.84726257324218,10.064339923858643,14700,2025-12-05 20:30:51
148,1347.8126761602616,100,-148.92933349609376,8.809156131744384,14800,2025-12-05 20:32:40
149,1357.3796113259593,100,-142.72383728027344,9.572692108154296,14900,2025-12-05 20:34:30
150,1319.4930003953868,100,-153.02467651367186,6.439006710052491,15000,2025-12-05 20:36:18
151,1336.4034720456898,100,-147.87520446777344,8.300802898406982,15100,2025-12-05 20:38:10
152,1343.6990913595769,100,-145.61273193359375,9.187463188171387,15200,2025-12-05 20:39:58
153,1341.8646087548323,100,-153.6096618652344,8.64257230758667,15300,2025-12-05 20:41:46
154,1338.576035420769,100,-148.83014831542968,8.205892848968507,15400,2025-12-05 20:43:35
155,1321.0830025938453,100,-152.80010375976562,8.746545124053956,15500,2025-12-05 20:45:23
156,1334.993034222092,100,-155.24383239746095,7.698689270019531,15600,2025-12-05 20:47:11
157,1329.350197526054,100,-156.4865753173828,7.397108745574951,15700,2025-12-05 20:48:59
158,1341.863427546632,100,-147.84651794433594,7.477127361297607,15800,2025-12-05 20:50:47
159,1322.4051874832096,100,-147.26385803222655,8.379851341247559,15900,2025-12-05 20:52:35
160,1326.1486470872208,100,-147.517236328125,8.381202983856202,16000,2025-12-05 20:54:24
161,1357.9333254978628,100,-142.68604736328126,7.871279048919678,16100,2025-12-05 20:56:12
162,1348.959756873211,100,-141.315966796875,8.21065845489502,16200,2025-12-05 20:58:02
163,1329.8014991947339,100,-150.67295837402344,6.951581573486328,16300,2025-12-05 20:59:51
164,1331.896035936617,100,-146.62627563476562,7.7403919219970705,16400,2025-12-05 21:01:41
165,1336.3360997823693,100,-141.81564331054688,8.39302568435669,16500,2025-12-05 21:03:32
166,1350.9001265468294,100,-150.80367126464844,12.33624963760376,16600,2025-12-05 21:05:22
167,1333.5935278636061,100,-139.14727478027345,5.698917102813721,16700,2025-12-05 21:07:14
168,1315.6997206909575,100,-146.62577209472656,7.719905853271484,16800,2025-12-05 21:09:03
169,1337.5278961010413,100,-145.31226501464843,10.551129627227784,16900,2025-12-05 21:10:51
170,1315.8306006602722,100,-142.23896484375,10.025749015808106,17000,2025-12-05 21:12:39
171,1309.3603620408362,100,-149.8182586669922,7.617727661132813,17100,2025-12-05 21:14:28
172,1332.2728738346136,100,-143.1134796142578,10.056598281860351,17200,2025-12-05 21:16:16
173,1329.631398136886,100,-144.30310668945313,6.349034023284912,17300,2025-12-05 21:18:05
174,1291.0117139038077,100,-143.2550018310547,8.926533508300782,17400,2025-12-05 21:19:53
175,1314.8657179993,100,-136.28432006835936,9.264522457122803,17500,2025-12-05 21:21:41
176,1270.514337501038,100,-147.05563659667968,7.071221160888672,17600,2025-12-05 21:23:30
177,1309.5842326289435,100,-146.29266662597655,8.756391906738282,17700,2025-12-05 21:25:18
178,1342.4752522651017,100,-145.753369140625,9.792216205596924,17800,2025-12-05 21:27:06
179,1323.388222594674,100,-145.83377685546876,6.158490371704102,17900,2025-12-05 21:28:55
180,1317.889122687931,100,-140.05300903320312,7.4668553352355955,18000,2025-12-05 21:30:42
181,1325.683817692724,100,-146.07036743164062,8.4128981590271,18100,2025-12-05 21:32:31
182,1351.8862207578948,100,-133.63735961914062,5.11584062576294,18200,2025-12-05 21:34:19
183,1329.8328846669783,100,-136.1959259033203,6.706689929962158,18300,2025-12-05 21:36:07
184,1336.425454230612,100,-141.133251953125,6.658429050445557,18400,2025-12-05 21:37:55
185,1328.9788854412327,100,-140.15534362792968,8.98491735458374,18500,2025-12-05 21:39:43
186,1356.0679633758905,100,-138.5474090576172,9.138111782073974,18600,2025-12-05 21:41:31
187,1327.6382020909336,100,-137.49873962402344,8.061800670623779,18700,2025-12-05 21:43:20
188,1339.675405753801,100,-137.81466369628907,7.170740032196045,18800,2025-12-05 21:45:08
189,1319.7059997720214,100,-143.0699676513672,9.346301364898682,18900,2025-12-05 21:46:57
190,1332.3264820922416,100,-141.64325866699218,8.300806713104247,19000,2025-12-05 21:48:45
191,1297.280957170284,100,-138.88734436035156,12.231624794006347,19100,2025-12-05 21:50:33
192,1349.244405793379,100,-136.74201354980468,7.601045227050781,19200,2025-12-05 21:52:21
193,1279.9455817350324,100,-132.61585998535156,9.047113418579102,19300,2025-12-05 21:54:09
194,1341.142422276986,100,-146.43975830078125,8.91440658569336,19400,2025-12-05 21:55:57
195,1362.833064502538,100,-133.23487396240233,9.654916095733643,19500,2025-12-05 21:57:46
196,1340.7801678839048,100,-126.81474609375,7.36937313079834,19600,2025-12-05 21:59:37
197,1353.9864183644088,100,-132.73385620117188,8.828120470046997,19700,2025-12-05 22:01:27
198,1364.949588283117,100,-142.80185546875,7.439301776885986,19800,2025-12-05 22:03:19
199,1340.5666789254844,100,-137.1030731201172,7.042229843139649,19900,2025-12-05 22:05:09
200,1328.5274446726876,100,-137.25426330566407,6.106828212738037,20000,2025-12-05 22:06:59
201,1348.993676361317,100,-139.08114929199218,8.056899261474609,20100,2025-12-05 22:08:52
202,1326.5196210229467,100,-131.59678344726564,8.286381435394286,20200,2025-12-05 22:10:44
203,1339.0350853100704,100,-128.40926971435547,7.456551742553711,20300,2025-12-05 22:12:37
204,1278.57333615649,100,-131.37323303222655,8.059820938110352,20400,2025-12-05 22:14:28
205,1345.5968678270167,100,-128.1779998779297,7.303594779968262,20500,2025-12-05 22:16:19
206,1353.4271986701867,100,-134.3891174316406,8.630221939086914,20600,2025-12-05 22:18:10
207,1331.5460055617336,100,-133.20270385742188,6.827095890045166,20700,2025-12-05 22:19:59
208,1341.0158261297715,100,-132.46603393554688,9.89110288619995,20800,2025-12-05 22:21:49
209,1356.9289165255898,100,-132.90935668945312,8.691820526123047,20900,2025-12-05 22:23:39
210,1335.3795454877175,100,-125.43185729980469,8.729983901977539,21000,2025-12-05 22:25:28
211,1335.6730919895629,100,-122.16961517333985,6.825686264038086,21100,2025-12-05 22:27:18
212,1327.2144516012472,100,-128.01495971679688,7.1415058135986325,21200,2025-12-05 22:29:08
213,1327.360264978013,100,-136.78792419433594,9.299767684936523,21300,2025-12-05 22:30:59
214,1316.0208710774104,100,-124.72884826660156,8.156657552719116,21400,2025-12-05 22:32:48
215,1334.175686443581,100,-131.91351623535155,8.15945291519165,21500,2025-12-05 22:34:39
216,1343.6745687441808,100,-134.04057922363282,6.983747577667236,21600,2025-12-05 22:36:29
217,1322.7135074776265,100,-124.51147155761718,7.161281728744507,21700,2025-12-05 22:38:18
218,1308.0507975164815,100,-133.93063659667968,7.611759090423584,21800,2025-12-05 22:40:08
219,1358.7170568859751,100,-128.34736022949218,7.714120244979858,21900,2025-12-05 22:41:59
220,1348.8271631111954,100,-123.22030487060547,6.597099018096924,22000,2025-12-05 22:43:48
221,1318.7286001130071,100,-121.90871124267578,7.5555144309997555,22100,2025-12-05 22:45:36
222,1347.6069903049886,100,-129.64020080566405,9.328837299346924,22200,2025-12-05 22:47:24
223,1341.0293344108218,100,-127.72131042480468,6.904912662506104,22300,2025-12-05 22:49:13
224,1343.8974594294357,100,-125.56557159423828,10.059882736206054,22400,2025-12-05 22:51:01
225,1342.4127250427457,100,-117.85413970947266,6.005394077301025,22500,2025-12-05 22:52:49
226,1357.6857369494335,100,-119.10717468261718,10.308985328674316,22600,2025-12-05 22:54:37
227,1303.9802408351695,100,-124.63637847900391,6.41178331375122,22700,2025-12-05 22:56:25
228,1279.3860000768314,100,-116.0541976928711,5.871774625778198,22800,2025-12-05 22:58:13
229,1367.1631224771081,100,-124.67955932617187,8.742012691497802,22900,2025-12-05 23:00:01
230,1336.7521439916407,100,-135.04666442871093,7.124183654785156,23000,2025-12-05 23:01:49
231,1341.7909699593333,100,-124.64197845458985,10.382503128051757,23100,2025-12-05 23:03:40
232,1345.365553445906,100,-122.86137390136719,5.858500242233276,23200,2025-12-05 23:05:29
233,1317.7480107308363,100,-120.50434875488281,5.540788555145264,23300,2025-12-05 23:07:17
234,1332.82001526567,100,-120.10805053710938,6.425969076156616,23400,2025-12-05 23:09:06
235,1318.8364685191088,100,-116.96587524414062,5.567730140686035,23500,2025-12-05 23:10:54
236,1319.7085191676892,100,-119.05374450683594,5.696063995361328,23600,2025-12-05 23:12:43
237,1330.9224367734887,100,-119.66640777587891,6.714330768585205,23700,2025-12-05 23:14:31
238,1351.1777617022906,100,-118.43400726318359,6.400632762908936,23800,2025-12-05 23:16:19
239,1336.1955390362436,100,-124.03004150390625,9.575801753997803,23900,2025-12-05 23:18:08
240,1367.5213613321746,100,-119.56037750244141,6.0373101234436035,24000,2025-12-05 23:19:55
241,1310.1709995686847,100,-119.45657806396484,6.226351499557495,24100,2025-12-05 23:21:44
242,1342.6453382116104,100,-117.7956039428711,7.805579757690429,24200,2025-12-05 23:23:32
243,1321.2213386129006,100,-116.72779998779296,6.486981582641602,24300,2025-12-05 23:25:21
244,1366.2742933963516,100,-118.94580078125,6.292348194122314,24400,2025-12-05 23:27:11
245,1365.2290867720212,100,-116.7152816772461,7.676815032958984,24500,2025-12-05 23:29:00
246,1358.102660843691,100,-116.83638000488281,6.14105224609375,24600,2025-12-05 23:30:50
247,1326.5469575614388,100,-107.60745239257812,7.848297500610352,24700,2025-12-05 23:32:40
248,1349.5847788949577,100,-110.85119934082032,4.467865371704102,24800,2025-12-05 23:34:30
249,1340.9922742154183,100,-116.39388732910156,5.494495153427124,24900,2025-12-05 23:36:20
250,1364.0477457246257,100,-126.30756072998047,6.401091480255127,25000,2025-12-05 23:38:09
251,1356.79436015754,100,-113.18904266357421,4.992709922790527,25100,2025-12-05 23:40:06
252,1340.6958921493074,100,-119.75643615722656,5.909567070007324,25200,2025-12-05 23:42:04
253,1340.6631461347706,100,-127.07470703125,6.281920719146728,25300,2025-12-05 23:43:56
254,1341.2189527396954,100,-108.8269775390625,5.130633759498596,25400,2025-12-05 23:45:45
255,1357.8900365749719,100,-115.3576416015625,5.007036328315735,25500,2025-12-05 23:47:35
256,1352.6491287448403,100,-113.04929656982422,4.432310628890991,25600,2025-12-05 23:49:25
257,1352.2322630469753,100,-111.23892211914062,4.233208894729614,25700,2025-12-05 23:51:14
258,1341.446833734635,100,-112.60727996826172,2.939124417304993,25800,2025-12-05 23:53:03
259,1367.124261245351,100,-108.24869384765626,3.6451725006103515,25900,2025-12-05 23:54:51
260,1361.7492973813619,100,-113.62440338134766,5.013216209411621,26000,2025-12-05 23:56:39
261,1342.279137840522,100,-113.19499053955079,4.181186985969544,26100,2025-12-05 23:58:27
